Name,Age,Gender,Admission Test Score,High School Percentage,City,Admission Status
Iqbol,19.0,Female,68.0,47.49,Peshawar,Rejected
Kashif,22.0,Male,89.8,89.21,Quetta,Accepted
Ozoda,18.0,Female,90.0,40.0,Islamabad,
Ibrohim,24.0,Male,77.4,69.05,Islamabad,Rejected
MAFTUNA,21.0,Female,76.1,93.58,Multan,Accepted
Jasur,19.0,Male,81.8,41.42,Peshawar,Rejected
Amna,21.0,Female,74.6,99.0,rawlpindi,Accepted
,18.0,Female,36.1,91.11,Lahore,Rejected
Sara,25.0,Female,50.2,62.65,Islamabad,Rejected
Umida,22.0,Female,66.0,73.7,Islamabad,Rejected
Laziz,22.0,Male,90.1,73.22,Multan,Accepted
Fatima,23.0,Female,66.2,81.15,Multan,Rejected
Rohail,25.0,Male,59.6,89.6,Peshawar,Rejected
Abbos,21.0,Male,70.5,62.37,Lahore,Rejected
Ibrohim,20.0,Male,46.4,,Islmabad,Rejected
Noor,22.0,Female,92.4,81.12,Quetta,Accepted
Sana,21.0,,76.6,89.48,Karachi,Accepted
Shazia,22.0,Female,63.5,74.27,Karachi,Rejected
Zubair,22.0,Male,72.9,68.16,Lahore,Accepted
Dilnoza,,Female,68.9,68.46,Peshawar,Rejected
Ozoda,20.0,Female,95.8,65.34,Multan,Accepted
Iqra,18.0,Female,63.8,81.16,Multan,Accepted
Asilbek,21.0,Male,52.8,53.53,Islmabad,Rejected
Barno,22.0,Female,83.2,75.32,Peshawar,Accepted
Zulfiya,20.0,Female,88.4,56.34,Lahore,Rejected
Faisal,20.0,Male,88.2,42.16,Rawalpindi,Rejected
Shoira,24.0,Female,69.6,67.25,Karachi,Rejected
Aisha,19.0,Female,80.2,68.52,Multan,Accepted
Zunaira,18.0,Female,100.0,40.0,Karachi,Accepted
Sara,19.0,Female,97.0,86.0,Quetta,Accepted
Rehan,16.0,Male,79.8,90.3,Quetta,Accepted
Humaira,18.0,Female,81.9,56.55,Quetta,Accepted
Samina,19.0,Female,60.6,75.73,Quetta,Rejected
Hulkar,20.0,Female,78.7,82.98,Islamabad,Accepted
Zara,23.0,Female,100.0,87.37,Quetta,Accepted
Sidra,55.0,Female,72.9,78.82,Multan,Accepted
Tariq,18.0,Male,81.7,78.97,Quetta,Accepted
Murtaza,20.0,Male,67.5,81.59,Rawalpindi,Accepted
Nisha,n/a,Female,69.4,78.42,Karachi,Accepted
Sara,21.0,Female,85.0,78.65,Rawalpindi,Accepted
Zainab,19.0,Female,73.7,52.8,Multan,Rejected
Moiz,19.0,Male,76.1,72.06,Rawalpindi,Accepted
Khurram,19.0,Male,67.0,64.08,LAHORE,Rejected
Zamira,19.0,Female,87.9,94.79,Rawalpindi,Accepted
Nasir,22.0,Male,63.4,,Lahore,Rejected
Sidra,16.1,Female,100.0,69.23,Quetta,Accepted
Zara,18.0,Female,92.1,70.54,Rawalpindi,Accepted
Kamola,99.0,Female,76.4,89.0,Islamabad,reject
Iqbol,19.0,Female,55.7,78.82,Peshawar,Rejected
Tariq,19.0,femal,76.9,94.0,Islamabad,Accepted
Dilorom,1.0,Female,100.0,52.95,Islamabad,Accepted
Sara,17.0,Female,96.2,78.81,Islamabad,Accepted
Waleed,22.0,Male,87.3,55.52,Peshawar,Accepted
Gulnora,19.0,Female,95.6,82.18,Quetta,Accepted
Nashit,22.0,Female,57.9,72.86,Quetta,Accepted
,23.0,Male,,83.67,Karachi,Accepted
Dilorom,17.0,Female,86.7,55.65,Karachi,Accepted
Zulfiya,16.0,Female,79.5,54.18,Rawalpindi,Rejected
Moiz,,Male,92.6,59.69,Lahore,Accepted
Abbos,20.0,mAle,78.2,60.33,Peshawar,Accepted
Nilufar,23.0,Female,69.3,-4.74,Quetta,Rejected
Mavluda,18.0,Female,64.5,71.61,Multan,Rejected
,20.0,Male,90.4,78.91,karachi,Accepted
Adnan,22.0,Male,56.6,70.35,Peshawar,Rejected
Mirzo,22.0,Male,76.3,78.06,Multan,Accepted
Kiran,17.0,Female,84.5,81.56,Lahore,Accepted
Ibrohim,20.0,Male,65.3,49.65,Peshawar,Rejected
Bobur,21.0,Male,66.7,65.54,Islamabad,Rejected
Nisha,17.0,Female,52.0,82.49,Islamabad,Rejected
Sardor,,Male,57.9,68.88,Rawalpindi,Rejected
Muhabbat,23.0,Female,89.7,71.21,Multan,Accepted
Yasir,19.0,Male,88.0,72.36,Peshawar,Accepted
Humaira,21.0,Female,76.3,73.66,Lahore,Accepted
Fatima,23.0,Female,95.7,67.45,Lahore,Accepted
Umida,19.0,Female,74.0,40.0,Lahore,Rejected
Hassan,20.0,Male,69.0,40.0,Multan,Rejected
Shazia,23.0,Female,87.8,82.45,Islamabad,Accepted
Farzana,18.0,Female,87.3,134.26,Lahore,Accepted
Bekzod,17.0,Male,100.0,92.24,Islamabad,Accepted
Muhabbat,19.0,Female,66.8,71.95,Islamabad,Accepted
Nadia,20.0,Female,88.4,63.32,Lahore,Accepted
Nilufar,18.0,Female,94.0,71.01,Lahore,Accepted
Mohira,19.3,Female,87.7,76.76,Rawalpindi,Accepted
Khurram,18.0,Male,77.9,-15.44,Lahore,Accepted
Farzana,20.0,Female,77.8,79.4,Multaan,Rejected
Zamira,18.0,Female,55.5,75.81,Karachi,Rejected
Zamira,19.0,Female,65.6,85.98,Rawalpindi,Rejected
Ibrohim,19.0,Male,76.2,65.28,Quetta,Rejected
Salman,20.0,,90.5,64.08,Lahore,Accepted
SHAHID,24.0,Male,72.7,90.73,Karachi,Accepted
Dilnoza,16.0,Female,90.5,72.26,Peshawar,Accepted
Humaira,,Female,100.0,65.75,Peshawar,Accepted
Javlon,18.0,Male,56.1,75.13,Lahore,Rejected
Sidra,22.0,Female,50.1,62.12,Islamabad,Rejected
Sanjar,24.0,Male,53.0,43.82,Quetta,Rejected
,23.0,Female,93.0,,Karachi,Accepted
,17.0,Female,92.0,62.15,Peshawar,Accepted
Shafiq,21.0,Male,85.2,62.84,Rawalpindi,Accepted
Laziz,21.0,Male,84.3,99.0,Lahore,Accepted
Khurram,22.0,Male,91.8,99.0,Karachi,Accepted
Saima,19.0,Female,78.4,72.83,Quetta,Rejected
Amna,21.0,Female,65.8,65.73,Lahore,Rejected
Taimur,25.0,Male,61.8,66.54,Quetta,Rejected
Raza,18.0,Male,,48.06,Multan,Rejected
Zamira,21.0,Female,80.4,4.47,Peshawar,Accepted
Zunaira,22.0,Female,96.5,96.27,,Accepted
Shahnoza,21.0,Female,76.6,71.99,Quetta,Accepted
Nilufar,18.0,Female,81.4,64.76,Karachi,Rejected
Huma,19.0,Female,84.4,50.79,Lahore,Accepted
Otabek,18.0,Male,92.9,85.3,Quetta,Accepted
Ozoda,20.0,Female,76.3,59.98,Peshawar,Accepted
Sana,20.0,Female,83.5,60.04,Quetta,Rejected
,21.9,Male,NULL,45.47,Multan,Rejected
Maryam,21.0,Female,70.0,40.0,Peshawar,Rejected
Junaid,23.0,Male,57.2,99.0,Rawalpindi,Accepted
Nadia,,,67.2,,Karachi,Accepted
Nisha,21.0,Female,83.2,56.94,Lahore,Accepted
Zaid,19.0,Male,52.8,77.49,Multan,Rejected
Sana,19.0,Female,143.0,74.66,Multan,Accepted
Sidra,18.0,Female,68.0,84.84,Karachi,Accepted
Mansur,19.0,Male,61.7,99.0,Rawalpindi,Accepted
Muslimbek,-3.0,Male,85.3,44.78,Rawalpindi,Rejected
Sara,18.0,Female,55.5,75.67,Lahore,Accepted
Mohira,23.0,Female,79.1,48.33,Islamabad,Rejected
Iqra,21.0,Female,74.0,55.18,Islamabad,Rejected
Adnan,19.5,Male,82.7,87.62,Peshawar,Accepted
Fahad,24.0,Male,95.1,99.0,Islamabad,Accepted
Tayyaba,23.0,Female,92.4,91.9,Rawalpindi,Accepted
Rida,21.0,Female,72.0,73.71,Rawalpindi,Rejected
Otabek,18.0,Male,46.9,74.34,Multan,Rejected
Abbos,22.0,Male,96.6,85.79,Multan,Accepted
Kiran,21.0,Female,52.1,90.86,,Rejected
Shoira,19.0,Female,74.7,60.39,Multan,Rejected
Kashif,20.0,Male,69.9,88.33,Rawalpindi,Rejected
Ismail,18.0,Male,56.9,50.59,Quetta,Rejected
Amna,18.0,Female,74.5,71.92,Lahore,Accepted
Sadia,18.0,Female,97.7,70.2,Quetta,Accepted
Muslimbek,21.0,Male,87.0,,Rawalpindi,Accepted
Sidra,18.0,Female,43.8,72.45,Rawalpindi,Rejected
Laziz,22.0,Male,62.6,87.05,Rawalpindi,Rejected
Rabia,20.0,Female,94.7,99.0,Lahore,Accepted
Bobur,17.0,Male,73.4,64.08,Multan,Rejected
Kiran,22.0,Female,NULL,80.7,Islamabad,Rejected
Ahmed,18.0,Male,60.5,79.14,Multan,Rejected
Umida,21.0,Female,81.2,99.0,,Accepted
Mohira,19.0,Female,74.8,77.21,Islamabad,Rejected
Waleed,18.0,Male,100.0,90.43,Islamabad,Accepted
Kamran,19.0,Male,87.6,72.99,Peshawar,Accepted
Sarvinoz,19.2,Female,95.6,71.49,Lahore,Accepted
Moiz,21.0,Male,72.3,99.0,Multan,Accepted
Noor,19.0,Female,53.4,82.42,Quetta,Rejected
Sidra,,Female,,91.72,Karachi,
Hassan,,Male,85.3,82.31,Quetta,Accepted
Naeem,19.0,Male,80.0,94.39,Peshawar,Accepted
Maftuna,16.0,Female,76.7,80.42,Islamabad,Rejected
Asilbek,20.0,Male,95.1,83.93,Multan,Accepted
Muazzam,21.0,Female,80.6,88.76,Rawalpindi,
Barno,22.0,Female,74.8,95.15,,Accepted
Rohail,,Male,86.0,88.3,Lahore,Accepted
Rabia,19.0,Female,88.7,60.85,,
Shafiq,19.6,Male,82.3,88.76,Karachi,Accepted
Sadia,19.5,Female,70.4,99.0,Rawalpindi,Accepted
Tahir,22.0,Male,86.6,85.77,Quetta,Accepted
Shehroz,18.0,Male,73.5,71.28,Islamabad,Rejected
Muzammil,22.0,Male,74.1,46.25,Peshawar,Rejected
Moiz,19.4,,74.1,99.0,Lahore,Accepted
Farzana,21.0,Female,54.7,40.0,Rawalpindi,Rejected
Saqib,21.0,Male,88.5,90.79,Islamabad,Accepted
Arslan,19.0,Male,76.5,77.3,Islamabad,Accepted
Amjad,20.0,Male,67.4,99.0,,Accepted
Sardor,22.0,Male,80.5,80.46,Lahore,Accepted
Bushra,,Female,71.7,63.89,multan,Rejected
Iqbol,20.0,Female,84.4,,Rawalpindi,Accepted
Waqar,16.0,Male,100.0,99.0,Rawalpindi,Accepted
,19.0,Male,70.6,83.07,Rawalpindi,Rejected
Danyal,21.0,Male,64.0,none,Karachi,Rejected
Nasiba,19.0,Female,51.8,90.99,Karachi,Accepted
Lola,18.0,Female,100.0,73.29,Islamabad,Accepted
,18.0,Male,59.9,63.16,Lahore,Rejected
Nasiba,19.0,Female,61.0,87.43,Rawalpindi,Accepted
Yasir,19.0,Male,60.7,77.65,Quetta,Rejected
Fareeha,22.0,Female,100.0,75.02,Multan,Accepted
Zamira,21.0,Female,56.9,69.81,Quetta,Rejected
Sobia,21.0,Female,80.6,72.33,Lahore,Rejected
Kamol,16.0,Male,84.0,51.68,Rawalpindi,Rejected
Talha,23.0,Male,30.2,82.59,Peshawar,Rejected
Dilorom,,Female,50.5,,Quetta,Rejected
Zamira,22.0,Female,93.4,72.84,Quetta,Accepted
Dilovar,20.0,Male,68.0,99.0,Islamabad,Accepted
Feruza,16.0,Female,87.1,57.48,Multan,Accepted
Hamza,21.0,Male,,83.65,Karachi,Accepted
Waqar,21.0,Male,76.3,83.17,Multan,Accepted
Asilbek,21.0,Male,97.5,67.29,Lahore,Accepted
Sitora,20.0,Female,78.8,87.41,Quetta,Accepted
Zamira,24.0,Female,70.3,72.78,Multan,Rejected
Zara,24.0,Female,62.3,51.59,Peshawar,Rejected
Ahmed,25.0,Male,57.9,66.72,Peshawar,Rejected
Zaid,19.0,Male,53.4,40.0,Karachi,Rejected
Sana,19.0,Female,64.8,75.05,Quetta,Rejected
Rabia,16.0,Female,65.5,-10.09,Lahore,Rejected
Nabeel  ,21.0,Male,58.8,85.96,Peshawar,Rejected
Babar,18.0,Male,64.3,74.44,Lahore,Rejected
Mansur,24.0,Male,66.1,63.88,Islamabad,
Muhabbat,18.0,Female,,52.36,Rawalpindi,Accepted
Dilnoza,22.0,Female,72.9,84.69,Lahore,Rejected
Tariq,22.0,Male,96.0,52.87,Karachi,Accepted
Zulfiya,22.0,Female,76.4,67.73,Peshawar,Rejected
Doniyor,20.0,Male,77.2,89.66,Peshawar,Accepted
Sobia,24.0,Female,64.1,89.52,Rawalpindi,
Saim,21.0,Male,57.5,78.12,Peshawar,Rejected
Sajid,17.0,Male,90.6,84.71,Lahore,Accepted
,19.0,Male,100.0,99.0,Lahore,Accepted
Mohira,18.0,Female,56.4,80.66,Lahore,Rejected
Shoira,21.0,Female,79.2,99.0,Multan,Accepted
Nargiza,22.0,Female,,50.28,Quetta,
Sara,23.0,Female,100.0,86.13,Multan,accept
Sarvarbek,18.0,Male,73.9,78.88,Rawalpindi,Accepted
Imran,21.0,Male,68.3,74.38,Karachi,Rejected
Rohail,22.0,Male,78.5,75.1,Islamabad,Accepted
Adnan,24.0,Male,56.2,81.17,Lahore,Rejected
Faisal,,Male,87.7,66.45,Quetta,Accepted
Javlon,19.0,Male,70.6,78.83,Lahore,Rejected
Hulkar,21.0,Female,77.5,82.24,Lahore,Accepted
Sardor,20.0,Male,77.1,87.85,Islamabad,Accepted
Tahir,17.0,Male,62.0,68.61,Multan,Rejected
Mansur,20.0,Male,-18.6,72.21,Islamabad,Accepted
Muzammil,21.0,,89.6,79.41,Lahore,Accepted
Otabek,17.0,Male,74.1,86.24,Karachi,Accepted
Irfan,20.0,Male,79.0,59.5,Peshawar,Rejected
Noor,19.0,Female,73.2,78.36,lahre,Accepted
Raza,16.3,Male,100.0,99.0,Rawalpindi,Accepted
Nodir,18.0,Male,unknown,98.32,Rawalpindi,
Iqbol,,Female,79.4,46.43,Karachi,Rejected
Asilbek,19.0,Male,38.6,68.44,Rawalpindi,Rejected
Nargiza,21.0,Female,56.1,64.65,,Rejected
Shehroz,21.0,,67.7,60.26,Karachi,Rejected
Malika,21.0,Female,77.3,71.03,Quetta,Accepted
Amjad,,Male,,60.65,Lahore,Accepted
Sarvarbek,21.0,Male,55.0,50.67,Multan,Rejected
Ulugbek,24.0,Male,65.5,66.14,Quetta,rejected
Kamola,20.0,Female,51.0,68.63,Islamabad,Rejected
Nimra,17.0,Female,77.5,66.75,Islamabad,Accepted
Omer,23.0,Male,80.2,76.46,Peshawar,Accepted
Aliya,18.0,Female,75.3,78.17,Quetta,Accepted
Zaid,21.0,Male,100.0,63.21,Lahore,Accepted
Uzma,24.0,Female,70.9,88.95,Karachi,Accepted
Kamola,21.0,Female,66.2,49.73,Multan,Rejected
Farzana,23.0,Female,100.0,73.12,Quetta,Accepted
Umida,19.0,Female,48.7,69.87,Rawalpindi,Rejected
Mansur,19.0,Male,102.1,48.16,Rawalpindi,Accepted
Zara,23.0,Female,,99.0,Peshawar,Accepted
Nadia,20.0,Female,100.0,55.08,Multan,Accepted
Sara,20.0,Female,89.4,50.71,Karachi,Rejected
Junaid,19.0,Male,100.0,68.3,Karachi,Accepted
Dilnoza,22.0,Female,77.3,65.16,Karachi,Rejected
Fatima,18.0,Female,92.7,58.21,Peshawar,Accepted
Nashit,20.0,Female,77.1,52.1,Islamabad,Rejected
Iqra,20.0,Female,78.4,75.63,Peshawar,Rejected
Jasur,22.0,Male,99.5,,Peshawar,Accepted
Furqan,18.0,Male,89.8,64.45,Lahore,Accepted
Shahid,20.0,Male,93.9,78.04,Karachi,Accepted
Ibrohim,21.0,Male,100.0,47.33,Multan,Accepted
,21.0,Male,68.7,72.76,Peshawar,Accepted
Faisal,20.0,Male,50.7,57.37,Lahore,Rejected
Javed,17.0,Male,68.0,99.0,Rawalpindi,Accepted
Shehroz,21.0,Male,50.5,91.82,Karachi,Rejected
Faisal,18.0,Male,64.9,84.36,Multan,Accepted
Mahnoor,19.0,Female,,65.79,Lahore,Rejected
Gulnora,17.0,Female,66.8,73.02,Islamabad,Rejected
Farrukh,18.0,Male,100.0,56.38,Islamabad,Accepted
Aisha,,Female,85.4,77.77,Peshawar,Accepted
Sana,22.0,Female,51.7,56.33,Karachi,Rejected
Mohira,19.0,Female,87.2,82.56,Multan,Accepted
Hulkar,22.0,Female,-15.0,61.49,Islamabad,Rejected
Danyal,21.0,Male,83.9,83.43,Quetta,Accepted
Kiran,21.0,Female,71.0,70.74,Karachi,Rejected
Raza,18.0,Male,,65.3,Peshawar,
Nasir,17.0,Male,79.0,71.63,Quetta,Accepted
Bilal,24.0,Male,,60.75,KARACHI,Accepted
Ahmed,20.0,Male,87.6,68.51,Karachi,Accepted
Salman,20.2,Male,59.4,73.42,Multan,Rejected
Murtaza,20.0,Male,92.0,99.0,Islamabad,Accepted
Gulnora,18.0,Female,71.9,80.58,Rawalpindi,Accepted
Iqbol,22.0,Female,63.2,84.94,Peshawar,Accepted
Zunaira,20.0,Female,,88.45,Lahore,Accepted
Amjad,19.0,Male,,84.61,Lahore,Accepted
Eldor,20.0,Male,81.8,55.8,Rawalpindi,Rejected
Zaid,23.0,Male,63.6,96.65,Peshawar,Accepted
Dilorom,20.0,Female,79.0,86.72,Quetta,Accepted
Javlon,22.0,Male,,67.28,Karachi,Rejected
Ayesha,19.0,Female,62.8,83.53,Karachi,Rejected
Laziz,21.0,Male,48.7,94.71,Multan,Rejected
Imran,18.0,Male,53.9,75.92,,
,20.0,Male,75.0,76.97,Lahore,Rejected
Muslimbek,25.0,Male,85.3,76.16,Multan,Accepted
Irfan,,Male,100.0,85.24,Rawalpindi,
Zubair,20.0,Male,83.7,,Rawalpindi,Accepted
Muzammil,23.0,Male,95.4,88.48,Lahore,Accepted
Bilal,21.0,Male,79.8,,Lahore,Accepted
Adnan,24.0,Male,77.8,80.59,Karachi,Rejected
,21.0,Female,57.4,65.75,Multan,Rejected
Gulnora,21.0,Female,72.2,81.67,Karachi,Accepted
Kamol,21.0,Male,68.0,76.63,Karachi,Rejected
Ahmed,20.0,Male,48.2,70.97,Rawalpindi,Rejected
,23.0,Male,77.6,49.26,Islamabad,Rejected
Waqar,19.0,Male,76.3,99.0,Lahore,Accepted
Shahid,18.0,Male,84.9,76.76,Karachi,Accepted
Nabeel,21.0,Male,83.5,78.83,Peshawar,Accepted
Bobur,18.0,Male,65.0,53.7,Multan,
Tayyaba,20.8,Female,62.6,93.98,Rawalpindi,Accepted
Muhabbat,16.0,Female,78.5,99.0,Islamabad,Accepted
Moiz,21.0,Male,55.4,98.39,Peshawar,Accepted
Nodir,,Male,91.6,65.65,Quetta,Accepted
Kashif,20.0,Male,63.4,62.14,Karachi,Rejected
Mirzo,20.0,Male,67.8,96.25,Multan,Rejected
Bushra,23.0,Female,90.6,82.06,Rawalpindi,Accepted
Rukhsana,18.0,Female,85.5,99.0,Rawalpindi,Accepted
Naeem,20.0,Male,98.1,77.08,Peshawar,Accepted
Umida,21.0,Female,94.4,97.91,Lahore,Accepted
Imran,22.0,Male,60.7,,,Rejected
Nabeel,21.0,Male,79.6,,Lahore,Rejected
Imran,18.0,,81.7,51.04,Islamabad,Rejected
Rida,19.0,Female,59.7,80.09,Islamabad,Rejected
Haris,21.0,Male,73.9,64.62,Islamabad,Rejected
Mavluda,26.0,Female,69.7,86.38,Karachi,Accepted
Nimra,20.0,Female,84.5,67.05,Lahore,
Ismail,20.0,Male,65.7,77.86,Multan,Rejected
Muazzam,23.0,Female,100.0,98.65,Lahore,Accepted
Aisha,21.0,Female,93.0,82.5,Karachi,Accepted
Otabek,18.0,Male,69.3,95.96,Lahore,Accepted
Zulfiya,20.0,Female,71.9,55.72,Islamabad,Rejected
Hamza,17.0,Male,68.2,59.72,Quetta,Rejected
Mirzo,18.0,Male,52.6,83.49,Quetta,
Shehroz,22.0,Male,,63.03,Lahore,Rejected
Kamran,19.0,Male,69.1,99.0,Rawalpindi,
Yasir,22.0,Male,89.0,99.0,Rawalpindi,Accepted
Hassan,25.0,Male,89.1,63.88,Lahore,Accepted
Rabia,20.0,Female,89.0,80.5,Quetta,Accepted
Hulkar,20.0,Female,66.2,90.4,Lahore,Rejected
Sajid,17.1,Male,82.4,92.36,Peshawar,Accepted
Bilal,21.0,Male,68.3,70.33,Karachi,Rejected
Farzana,,Female,80.6,96.08,Lahore,Accepted
Nashit,21.0,Female,88.5,80.02,Quetta,Accepted
Kiran,23.0,Female,,71.25,Islamabad,Rejectd
Dilovar,19.0,Male,81.6,69.85,Lahore,Rejected
Zunaira,23.0,Female,59.1,67.91,Peshawar,Rejected
Hamza,21.0,Male,95.3,50.06,Lahore,Accepted
Ismail,18.0,Male,87.6,75.27,Islamabad,Accepted
Imran,20.0,Male,44.1,88.37,Quetta,Rejected
Sherzod,21.0,Male,100.0,61.37,Rawalpindi,Accepted
Shamsiddin,23.0,,100.0,66.76,Quetta,Accepted
Mahnoor,22.0,Female,79.6,79.27,Islamabad,Accepted
Zubair,,Male,100.0,,Rawalpindi,Accepted
Yulduz,21.0,Female,63.9,77.98,Lahore,Rejected
Irfan,23.0,,102.5,99.0,Karachi,Accepted
Rida,20.0,Female,91.8,79.27,Rawalpindi,Accepted
Farzana,21.0,Female,82.5,94.56,Lahore,Accepted
Kiran,20.0,Female,70.9,64.76,Karachi,Rejected
Maftuna,20.0,Female,99.4,81.82,Multan,Accepted
Humaira,20.0,Female,96.2,66.75,Multan,Accepted
Bilal,20.0,Male,75.6,62.89,Islamabad,Rejected
Rohail,19.0,Male,100.0,74.89,Lahore,Accepted
Saqib,19.0,Male,94.9,,Rawalpindi,Accepted
Samina,20.0,Female,100.0,93.99,Multan,Accepted
Junaid,19.0,Male,73.3,40.0,Rawalpindi,Rejected
Iqra,19.0,Female,66.8,95.75,Lahore,Accepted
Saima,21.0,Female,78.6,99.0,Karachi,Accepted
Shazia,20.0,Female,92.9,99.0,Islamabad,Accepted
Junaid,19.0,Male,65.9,69.28,Peshawar,Rejected
Shazia,23.0,Female,65.5,65.41,,Rejected
Usman,18.0,Male,82.7,63.49,Rawalpindi,Accepted
Ozoda,19.0,Female,78.0,61.89,Lahore,Accepted
Mohira,19.0,Female,74.9,73.07,Peshawar,Accepted
Otabek,20.0,Male,,71.3,Rawalpindi,Accepted
Bushra,20.0,Female,79.7,76.98,Peshawar,Accepted
Kamol,19.0,Male,,98.22,Multan,Accepted
Murtaza,19.0,Male,66.1,77.22,Karachi,Rejected
Mehwish,18.0,Female,75.4,99.0,Peshawar,Accepted
Nabeel,19.0,Male,81.6,83.11,Quetta,Accepted
Ayesha,22.0,Female,53.0,67.39,Lahore,Rejected
Mahnoor,21.0,Female,76.9,94.5,Islamabad,Accepted
,21.0,Female,91.4,71.37,Lahore,Accepted
Farzana,16.0,Female,88.0,89.85,Multan,Accepted
Bilal,22.0,Male,100.0,53.19,Lahore,Accepted
Kamola,16.0,Female,71.8,61.2,Peshawar,Rejected
Doniyor,20.0,Male,45.5,67.93,Lahore,Rejected
Ozoda,22.0,Female,67.1,79.17,Rawalpindi,Rejected
Shehroz,19.0,Male,71.2,64.52,Rawalpindi,Rejected
Shazia,20.0,Female,78.1,46.09,Rawalpindi,Rejected
Amir,20.0,Male,82.5,65.75,Rawalpindi,Rejected
Haris,19.0,Male,85.9,56.84,Rawalpindi,Accepted
Omer,22.0,Male,72.6,78.44,Quetta,Accepted
Bekzod,23.0,Male,78.6,83.04,Multan,Accepted
Saqib,17.0,Male,62.5,,Islamabad,Rejected
Shahnoza,19.0,Female,,60.84,Lahore,Rejected
Ismail,18.9,Male,70.2,99.0,Multan,Accepted
Bobur,17.0,Male,75.6,48.0,Quetta,Rejected
Nodir,19.0,Male,66.3,-9.88,Peshawar,Rejected
Muhabbat,20.0,Female,70.9,64.79,Karachi,Rejected
Zunaira,22.0,Female,100.0,58.47,Rawalpindi,Accepted
Bobur,23.0,Male,100.0,40.0,,Accepted
Faisal,18.0,Male,87.2,75.85,Rawalpindi,Accepted
Tariq,18.0,Male,77.7,82.95,Quetta,Accepted
Yasir,23.0,Male,80.9,76.24,,Accepted
Temur,19.0,Male,76.4,40.0,Peshawar,Rejected
,19.0,Female,71.2,127.48,Islamabad,Rejected
Javlon,19.0,Male,54.8,68.78,Quetta,Rejected
Shafiq,19.0,Male,-37.0,65.66,Rawalpindi,Rejected
Waqar,19.0,Male,95.0,62.32,Lahore,Accepted
Tahir,21.0,Male,93.1,91.12,Rawalpindi,Accepted
Noor,19.0,Female,60.3,78.79,Multan,Rejected
Nadia,18.0,Female,74.0,56.4,Islamabad,Rejected
Humaira,,mAle,100.0,87.98,Karachi,ACCEPTED
Iqbol,27.0,Female,88.0,,,Accepted
Saima,22.0,Female,53.8,91.75,Lahore,Rejected
Javed,16.0,Male,67.3,49.72,Quetta,Rejected
Feruza,21.0,Female,87.6,87.49,Rawalpindi,
Zamira,20.0,Female,66.1,69.52,Quetta,Rejected
Hina,19.0,Female,72.1,95.94,Rawalpindi,Accepted
Malika,23.0,Female,68.5,85.57,Peshawar,Accepted
Aliya,21.9,Female,84.2,74.87,Rawalpindi,reject
Yulduz,20.0,Female,62.8,69.89,Rawalpindi,Rejected
Ulugbek,20.0,Male,-25.0,62.06,Rawalpindi,Rejected
Muzammil,21.0,Male,84.2,70.02,Multan,Accepted
Gulnora,17.0,Female,100.0,94.89,Islamabad,Accepted
Mavluda,,Female,100.0,89.85,Rawalpindi,Accepted
Hulkar,19.0,Female,100.0,66.12,Karachi,Accepted
Yulduz,19.0,Female,93.7,94.2,Lahore,Accepted
Eldor,19.0,Male,80.5,83.82,Rawalpindi,Accepted
Yulduz,18.0,Female,73.5,76.71,Lahore,Accepted
Nadia,20.0,Female,76.4,132.73,Lahore,Rejected
Huma,none,Female,88.9,95.05,Lahore,Accepted
Muniba,20.0,Female,91.4,61.23,Quetta,Accepted
Barno,17.0,Female,58.2,,Karachi,Rejected
Arslan,21.0,Male,69.6,83.36,Rawalpindi,Rejected
Lola,18.0,Female,76.0,69.01,Quetta,Rejected
Behruz,17.0,fEmale,72.2,59.97,Multan,Rejected
Ayesha,22.0,Female,64.1,75.39,Multan,Rejected
Laziz,20.0,Male,92.5,99.0,Multan,Accepted
Rabia,21.0,Female,64.2,99.0,Karachi,Accepted
Nashit,21.0,Female,70.1,88.34,Multan,Rejected
Nilufar,19.0,Female,72.2,79.16,Quetta,Rejected
Asad,20.0,Male,86.0,137.4,Islamabad,Accepted
Imran,21.0,Male,54.3,59.99,Multan,Rejected
Nasiba,21.0,Female,79.7,85.4,Karachi,Accepted
Mansur,20.0,Male,88.8,49.47,Quetta,Rejected
Tahir,20.0,Male,66.8,83.98,Islamabad,Rejected
Sumera,17.0,Female,90.5,45.89,Islamabad,Accepted
Hamza,19.0,Male,90.4,80.89,Peshawar,Accepted
Tahir,20.0,Male,77.9,99.0,Lahore,Accepted
Hassan,20.0,Male,82.6,84.6,Rawalpindi,Accepted
Haris,20.0,Male,,66.09,Rawalpindi,Accepted
Barno,23.0,Female,81.1,71.55,Multan,Accepted
Bekzod,20.0,Male,82.3,46.78,Quetta,Rejected
Sidra,19.0,Female,65.6,97.81,Quetta,Accepted
Mahnoor,19.0,Female,85.3,87.44,Islamabad,Accepted
Dilnoza,21.0,Female,100.0,63.25,Islamabad,Accepted
Bekzod,19.0,Male,,70.71,Peshawar,Accepted
Hassan,25.0,Male,100.0,69.92,Lahore,Accepted
Sarvarbek,21.0,Male,81.8,77.96,Multan,Accepted
Zaid,,Male,75.1,68.21,Lahore,
Fareeha,22.0,Female,88.3,87.47,Lahore,Accepted
Waleed,18.0,Male,31.8,85.06,Peshawar,Rejected
Shamsiddin,18.0,Male,65.5,50.32,Islamabad,Rejected
