"Name","Age","Gender","Admission Test Score","High School Percentage","City","Admission Status"
"Otabek","21.00","Male","86.50","87.37","Quetta","Accepted"
"Maryam","19.00","Female","95.30","45.22","Lahore","Rejected"
"Sherzod","19.00","Male","74.10","76.18","Rawalpindi","Rejected"
"Sarvinoz","20.00","Female","100.00","94.14","Lahore","Accepted"
"Nashit","21.00","Female","88.50","80.02","Quetta","Accepted"
"Bilal","19.00","Male","84.00","58.20","Lahore","Rejected"
"Taimur","17.00","Male","67.10","92.34","Islamabad","Accepted"
"Zulfiya","18.00","Female","83.40","73.07","Islamabad","Accepted"
"Sarvinoz","17.00","Female","45.20","64.04","Lahore","Rejected"
"Sardor","21.00","Male","","44.89","Rawalpindi","Rejected"
"Humaira","16.00","Female","76.10","86.81","Rawalpindi","Accepted"
"Faisal","19.00","Male","91.40","99.00","Rawalpindi","Accepted"
"Mavluda","19.00","Female","71.40","65.98","Karachi","Rejected"
"Zubair","21.00","Male","73.60","98.72","Peshawar","Accepted"
"Huma","16.00","Female","","61.64","Karachi","Rejected"
"Murtaza","18.00","Male","72.50","82.86","Rawalpindi","Accepted"
"Farzana","19.00","Female","","70.12","","Accepted"
"Nilufar","22.60","Female","78.30","66.92","Karachi","Rejected"
"Saqib","21.00","Male","97.70","81.93","Peshawar","Accepted"
"Amna","21.00","Female","89.80","93.15","Quetta","Accepted"
"Mavluda","19.00","Female","40.10","72.23","Islamabad","Rejected"
"Ulugbek","18.00","Male","86.50","68.59","Karachi","Accepted"
"Rukhsana","20.00","Female","81.90","51.12","Quetta","Rejected"
"Rukhsana","17.00","Female","","89.11","Rawalpindi","Rejected"
"Lochinbek","23.00","Male","73.00","76.11","Lahore","Accepted"
"Eldor","19.00","Male","75.50","48.76","Islamabad","Rejected"
"Zunaira","21.00","Female","","76.13","Quetta","Rejected"
"Noor","17.10","Female","80.10","65.98","Rawalpindi","Accepted"
"Zaid","18.00","Male","77.30","74.80","Rawalpindi","Accepted"
"Danyal","20.00","Male","84.60","98.19","Karachi","Accepted"
"Furqan","20.00","Male","88.40","","","Accepted"
"Zulfiya","20.00","Female","58.00","44.77","Peshawar","Rejected"
"Kiran","24.00","Female","85.50","88.19","Islamabad","Accepted"
"Sadia","20.00","Female","63.50","63.92","Peshawar","Rejected"
"Ulugbek","18.00","Male","81.70","74.10","Karachi","Accepted"
"Zainab","17.00","Female","68.50","79.73","Karachi","Rejected"
"Danyal","19.00","Male","67.80","79.62","Peshawar","Rejected"
"Shamsiddin","22.00","Male","76.00","82.86","Peshawar","Accepted"
"Eldor","19.80","Male","77.80","48.18","Quetta","Rejected"
"Iqbol","21.00","Female","96.10","","Islamabad","Accepted"
"Mavluda","22.00","Female","76.70","50.64","Quetta","Rejected"
"Waleed","20.00","Male","60.80","67.00","Karachi","Rejected"
"Mahnoor","16.00","Female","67.70","87.75","Quetta","Rejected"
"Sherzod","16.00","Male","97.20","65.03","Peshawar","Accepted"
"Rabia","23.00","Female","100.00","78.68","Quetta","Accepted"
"Nashit","21.00","Female","82.60","82.67","Karachi","Accepted"
"Amjad","20.00","","91.40","104.14","Lahore","Accepted"
"Zainab","","Female","","58.92","Multan","Accepted"
"Shazia","23.00","Female","67.90","84.15","Peshawar","Rejected"
"Zubair","21.00","Male","91.00","87.29","Multan","Accepted"
"Nadia","19.00","Female","66.20","90.35","Rawalpindi","Accepted"
"Zamira","19.00","Female","96.40","89.15","Peshawar","Accepted"
"Kashif","19.00","Male","82.30","69.28","Karachi","Accepted"
"Javlon","21.00","Male","79.30","47.54","Lahore","Rejected"
"Naeem","19.00","Male","54.50","66.20","Rawalpindi","Rejected"
"Maftuna","20.00","Female","91.10","95.18","Rawalpindi","Accepted"
"Nadia","23.00","Female","84.40","84.34","Peshawar","Accepted"
"Iqbol","19.00","Female","68.00","47.49","Peshawar","Rejected"
"Kashif","22.00","Male","89.80","89.21","Quetta","Accepted"
"Ozoda","18.00","Female","90.00","40.00","Islamabad",""
"Ibrohim","24.00","Male","77.40","69.05","Islamabad","Rejected"
"MAFTUNA","21.00","Female","76.10","93.58","Multan","Accepted"
"Jasur","19.00","Male","81.80","41.42","Peshawar","Rejected"
"Amna","21.00","Female","74.60","99.00","rawlpindi","Accepted"
"","18.00","Female","36.10","91.11","Lahore","Rejected"
"Sara","25.00","Female","50.20","62.65","Islamabad","Rejected"
"Umida","22.00","Female","66.00","73.70","Islamabad","Rejected"
"Laziz","22.00","Male","90.10","73.22","Multan","Accepted"
"Fatima","23.00","Female","66.20","81.15","Multan","Rejected"
"Rohail","25.00","Male","59.60","89.60","Peshawar","Rejected"
"Abbos","21.00","Male","70.50","62.37","Lahore","Rejected"
"Ibrohim","20.00","Male","46.40","","Islmabad","Rejected"
"Noor","22.00","Female","92.40","81.12","Quetta","Accepted"
"Sana","21.00","","76.60","89.48","Karachi","Accepted"
"Shazia","22.00","Female","63.50","74.27","Karachi","Rejected"
"Zubair","22.00","Male","72.90","68.16","Lahore","Accepted"
"Dilnoza","","Female","68.90","68.46","Peshawar","Rejected"
"Ozoda","20.00","Female","95.80","65.34","Multan","Accepted"
"Iqra","18.00","Female","63.80","81.16","Multan","Accepted"
"Asilbek","21.00","Male","52.80","53.53","Islmabad","Rejected"
"Barno","22.00","Female","83.20","75.32","Peshawar","Accepted"
"Zulfiya","20.00","Female","88.40","56.34","Lahore","Rejected"
"Faisal","20.00","Male","88.20","42.16","Rawalpindi","Rejected"
"Shoira","24.00","Female","69.60","67.25","Karachi","Rejected"
"Aisha","19.00","Female","80.20","68.52","Multan","Accepted"
"Zunaira","18.00","Female","100.00","40.00","Karachi","Accepted"
"Sara","19.00","Female","97.00","86.00","Quetta","Accepted"
"Rehan","16.00","Male","79.80","90.30","Quetta","Accepted"
"Humaira","18.00","Female","81.90","56.55","Quetta","Accepted"
"Samina","19.00","Female","60.60","75.73","Quetta","Rejected"
"Hulkar","20.00","Female","78.70","82.98","Islamabad","Accepted"
"Zara","23.00","Female","100.00","87.37","Quetta","Accepted"
"Sidra","55.00","Female","72.90","78.82","Multan","Accepted"
"Tariq","18.00","Male","81.70","78.97","Quetta","Accepted"
"Murtaza","20.00","Male","67.50","81.59","Rawalpindi","Accepted"
"Nisha","","Female","69.40","78.42","Karachi","Accepted"
"Sara","21.00","Female","85.00","78.65","Rawalpindi","Accepted"
"Zainab","19.00","Female","73.70","52.80","Multan","Rejected"
"Moiz","19.00","Male","76.10","72.06","Rawalpindi","Accepted"
"Khurram","19.00","Male","67.00","64.08","LAHORE","Rejected"
"Zamira","19.00","Female","87.90","94.79","Rawalpindi","Accepted"
"Nasir","22.00","Male","63.40","","Lahore","Rejected"
"Sidra","16.10","Female","100.00","69.23","Quetta","Accepted"
"Zara","18.00","Female","92.10","70.54","Rawalpindi","Accepted"
"Kamola","99.00","Female","76.40","89.00","Islamabad","reject"
"Iqbol","19.00","Female","55.70","78.82","Peshawar","Rejected"
"Tariq","19.00","femal","76.90","94.00","Islamabad","Accepted"
"Dilorom","1.00","Female","100.00","52.95","Islamabad","Accepted"
"Sara","17.00","Female","96.20","78.81","Islamabad","Accepted"
"Waleed","22.00","Male","87.30","55.52","Peshawar","Accepted"
"Gulnora","19.00","Female","95.60","82.18","Quetta","Accepted"
"Nashit","22.00","Female","57.90","72.86","Quetta","Accepted"
"","23.00","Male","","83.67","Karachi","Accepted"
"Dilorom","17.00","Female","86.70","55.65","Karachi","Accepted"
"Zulfiya","16.00","Female","79.50","54.18","Rawalpindi","Rejected"
"Moiz","","Male","92.60","59.69","Lahore","Accepted"
"Abbos","20.00","mAle","78.20","60.33","Peshawar","Accepted"
"Nilufar","23.00","Female","69.30","-4.74","Quetta","Rejected"
"Mavluda","18.00","Female","64.50","71.61","Multan","Rejected"
"","20.00","Male","90.40","78.91","karachi","Accepted"
"Adnan","22.00","Male","56.60","70.35","Peshawar","Rejected"
"Mirzo","22.00","Male","76.30","78.06","Multan","Accepted"
"Kiran","17.00","Female","84.50","81.56","Lahore","Accepted"
"Ibrohim","20.00","Male","65.30","49.65","Peshawar","Rejected"
"Bobur","21.00","Male","66.70","65.54","Islamabad","Rejected"
"Nisha","17.00","Female","52.00","82.49","Islamabad","Rejected"
"Sardor","","Male","57.90","68.88","Rawalpindi","Rejected"
"Muhabbat","23.00","Female","89.70","71.21","Multan","Accepted"
"Yasir","19.00","Male","88.00","72.36","Peshawar","Accepted"
"Humaira","21.00","Female","76.30","73.66","Lahore","Accepted"
"Fatima","23.00","Female","95.70","67.45","Lahore","Accepted"
"Umida","19.00","Female","74.00","40.00","Lahore","Rejected"
"Hassan","20.00","Male","69.00","40.00","Multan","Rejected"
"Shazia","23.00","Female","87.80","82.45","Islamabad","Accepted"
"Farzana","18.00","Female","87.30","134.26","Lahore","Accepted"
"Bekzod","17.00","Male","100.00","92.24","Islamabad","Accepted"
"Muhabbat","19.00","Female","66.80","71.95","Islamabad","Accepted"
"Nadia","20.00","Female","88.40","63.32","Lahore","Accepted"
"Nilufar","18.00","Female","94.00","71.01","Lahore","Accepted"
"Mohira","19.30","Female","87.70","76.76","Rawalpindi","Accepted"
"Khurram","18.00","Male","77.90","-15.44","Lahore","Accepted"
"Farzana","20.00","Female","77.80","79.40","Multaan","Rejected"
"Zamira","18.00","Female","55.50","75.81","Karachi","Rejected"
"Zamira","19.00","Female","65.60","85.98","Rawalpindi","Rejected"
"Ibrohim","19.00","Male","76.20","65.28","Quetta","Rejected"
"Salman","20.00","","90.50","64.08","Lahore","Accepted"
"SHAHID","24.00","Male","72.70","90.73","Karachi","Accepted"
"Dilnoza","16.00","Female","90.50","72.26","Peshawar","Accepted"
"Humaira","","Female","100.00","65.75","Peshawar","Accepted"
"Javlon","18.00","Male","56.10","75.13","Lahore","Rejected"
"Sidra","22.00","Female","50.10","62.12","Islamabad","Rejected"
"Sanjar","24.00","Male","53.00","43.82","Quetta","Rejected"
"","23.00","Female","93.00","","Karachi","Accepted"
"","17.00","Female","92.00","62.15","Peshawar","Accepted"
"Shafiq","21.00","Male","85.20","62.84","Rawalpindi","Accepted"
"Laziz","21.00","Male","84.30","99.00","Lahore","Accepted"
"Khurram","22.00","Male","91.80","99.00","Karachi","Accepted"
"Saima","19.00","Female","78.40","72.83","Quetta","Rejected"
"Amna","21.00","Female","65.80","65.73","Lahore","Rejected"
"Taimur","25.00","Male","61.80","66.54","Quetta","Rejected"
"Raza","18.00","Male","","48.06","Multan","Rejected"
"Zamira","21.00","Female","80.40","4.47","Peshawar","Accepted"
"Zunaira","22.00","Female","96.50","96.27","","Accepted"
"Shahnoza","21.00","Female","76.60","71.99","Quetta","Accepted"
"Nilufar","18.00","Female","81.40","64.76","Karachi","Rejected"
"Huma","19.00","Female","84.40","50.79","Lahore","Accepted"
"Otabek","18.00","Male","92.90","85.30","Quetta","Accepted"
"Ozoda","20.00","Female","76.30","59.98","Peshawar","Accepted"
"Sana","20.00","Female","83.50","60.04","Quetta","Rejected"
"","21.90","Male","","45.47","Multan","Rejected"
"Maryam","21.00","Female","70.00","40.00","Peshawar","Rejected"
"Junaid","23.00","Male","57.20","99.00","Rawalpindi","Accepted"
"Nadia","","","67.20","","Karachi","Accepted"
"Nisha","21.00","Female","83.20","56.94","Lahore","Accepted"
"Zaid","19.00","Male","52.80","77.49","Multan","Rejected"
"Sana","19.00","Female","143.00","74.66","Multan","Accepted"
"Sidra","18.00","Female","68.00","84.84","Karachi","Accepted"
"Mansur","19.00","Male","61.70","99.00","Rawalpindi","Accepted"
"Muslimbek","-3.00","Male","85.30","44.78","Rawalpindi","Rejected"
"Sara","18.00","Female","55.50","75.67","Lahore","Accepted"
"Mohira","23.00","Female","79.10","48.33","Islamabad","Rejected"
"Iqra","21.00","Female","74.00","55.18","Islamabad","Rejected"
"Adnan","19.50","Male","82.70","87.62","Peshawar","Accepted"
"Fahad","24.00","Male","95.10","99.00","Islamabad","Accepted"
"Tayyaba","23.00","Female","92.40","91.90","Rawalpindi","Accepted"
"Rida","21.00","Female","72.00","73.71","Rawalpindi","Rejected"
"Otabek","18.00","Male","46.90","74.34","Multan","Rejected"
"Abbos","22.00","Male","96.60","85.79","Multan","Accepted"
"Kiran","21.00","Female","52.10","90.86","","Rejected"
"Shoira","19.00","Female","74.70","60.39","Multan","Rejected"
"Kashif","20.00","Male","69.90","88.33","Rawalpindi","Rejected"
"Ismail","18.00","Male","56.90","50.59","Quetta","Rejected"
"Amna","18.00","Female","74.50","71.92","Lahore","Accepted"
"Sadia","18.00","Female","97.70","70.20","Quetta","Accepted"
"Muslimbek","21.00","Male","87.00","","Rawalpindi","Accepted"
"Sidra","18.00","Female","43.80","72.45","Rawalpindi","Rejected"
"Laziz","22.00","Male","62.60","87.05","Rawalpindi","Rejected"
"Rabia","20.00","Female","94.70","99.00","Lahore","Accepted"
"Bobur","17.00","Male","73.40","64.08","Multan","Rejected"
"Kiran","22.00","Female","","80.70","Islamabad","Rejected"
"Ahmed","18.00","Male","60.50","79.14","Multan","Rejected"
"Umida","21.00","Female","81.20","99.00","","Accepted"
"Mohira","19.00","Female","74.80","77.21","Islamabad","Rejected"
"Waleed","18.00","Male","100.00","90.43","Islamabad","Accepted"
"Kamran","19.00","Male","87.60","72.99","Peshawar","Accepted"
"Sarvinoz","19.20","Female","95.60","71.49","Lahore","Accepted"
"Moiz","21.00","Male","72.30","99.00","Multan","Accepted"
"Noor","19.00","Female","53.40","82.42","Quetta","Rejected"
"Sidra","","Female","","91.72","Karachi",""
"Hassan","","Male","85.30","82.31","Quetta","Accepted"
"Naeem","19.00","Male","80.00","94.39","Peshawar","Accepted"
"Maftuna","16.00","Female","76.70","80.42","Islamabad","Rejected"
"Asilbek","20.00","Male","95.10","83.93","Multan","Accepted"
"Muazzam","21.00","Female","80.60","88.76","Rawalpindi",""
"Barno","22.00","Female","74.80","95.15","","Accepted"
"Rohail","","Male","86.00","88.30","Lahore","Accepted"
"Rabia","19.00","Female","88.70","60.85","",""
"Shafiq","19.60","Male","82.30","88.76","Karachi","Accepted"
"Sadia","19.50","Female","70.40","99.00","Rawalpindi","Accepted"
"Tahir","22.00","Male","86.60","85.77","Quetta","Accepted"
"Shehroz","18.00","Male","73.50","71.28","Islamabad","Rejected"
"Muzammil","22.00","Male","74.10","46.25","Peshawar","Rejected"
"Moiz","19.40","","74.10","99.00","Lahore","Accepted"
"Farzana","21.00","Female","54.70","40.00","Rawalpindi","Rejected"
"Saqib","21.00","Male","88.50","90.79","Islamabad","Accepted"
"Arslan","19.00","Male","76.50","77.30","Islamabad","Accepted"
"Amjad","20.00","Male","67.40","99.00","","Accepted"
"Sardor","22.00","Male","80.50","80.46","Lahore","Accepted"
"Bushra","","Female","71.70","63.89","multan","Rejected"
"Iqbol","20.00","Female","84.40","","Rawalpindi","Accepted"
"Waqar","16.00","Male","100.00","99.00","Rawalpindi","Accepted"
"","19.00","Male","70.60","83.07","Rawalpindi","Rejected"
"Danyal","21.00","Male","64.00","","Karachi","Rejected"
"Nasiba","19.00","Female","51.80","90.99","Karachi","Accepted"
"Lola","18.00","Female","100.00","73.29","Islamabad","Accepted"
"","18.00","Male","59.90","63.16","Lahore","Rejected"
"Nasiba","19.00","Female","61.00","87.43","Rawalpindi","Accepted"
"Yasir","19.00","Male","60.70","77.65","Quetta","Rejected"
"Fareeha","22.00","Female","100.00","75.02","Multan","Accepted"
"Zamira","21.00","Female","56.90","69.81","Quetta","Rejected"
"Sobia","21.00","Female","80.60","72.33","Lahore","Rejected"
"Kamol","16.00","Male","84.00","51.68","Rawalpindi","Rejected"
"Talha","23.00","Male","30.20","82.59","Peshawar","Rejected"
"Dilorom","","Female","50.50","","Quetta","Rejected"
"Zamira","22.00","Female","93.40","72.84","Quetta","Accepted"
"Dilovar","20.00","Male","68.00","99.00","Islamabad","Accepted"
"Feruza","16.00","Female","87.10","57.48","Multan","Accepted"
"Hamza","21.00","Male","","83.65","Karachi","Accepted"
"Waqar","21.00","Male","76.30","83.17","Multan","Accepted"
"Asilbek","21.00","Male","97.50","67.29","Lahore","Accepted"
"Sitora","20.00","Female","78.80","87.41","Quetta","Accepted"
"Zamira","24.00","Female","70.30","72.78","Multan","Rejected"
"Zara","24.00","Female","62.30","51.59","Peshawar","Rejected"
"Ahmed","25.00","Male","57.90","66.72","Peshawar","Rejected"
"Zaid","19.00","Male","53.40","40.00","Karachi","Rejected"
"Sana","19.00","Female","64.80","75.05","Quetta","Rejected"
"Rabia","16.00","Female","65.50","-10.09","Lahore","Rejected"
"Nabeel  ","21.00","Male","58.80","85.96","Peshawar","Rejected"
"Babar","18.00","Male","64.30","74.44","Lahore","Rejected"
"Mansur","24.00","Male","66.10","63.88","Islamabad",""
"Muhabbat","18.00","Female","","52.36","Rawalpindi","Accepted"
"Dilnoza","22.00","Female","72.90","84.69","Lahore","Rejected"
"Tariq","22.00","Male","96.00","52.87","Karachi","Accepted"
"Zulfiya","22.00","Female","76.40","67.73","Peshawar","Rejected"
"Doniyor","20.00","Male","77.20","89.66","Peshawar","Accepted"
"Sobia","24.00","Female","64.10","89.52","Rawalpindi",""
"Saim","21.00","Male","57.50","78.12","Peshawar","Rejected"
"Sajid","17.00","Male","90.60","84.71","Lahore","Accepted"
"","19.00","Male","100.00","99.00","Lahore","Accepted"
"Mohira","18.00","Female","56.40","80.66","Lahore","Rejected"
"Shoira","21.00","Female","79.20","99.00","Multan","Accepted"
"Nargiza","22.00","Female","33.00","50.28","Quetta",""
"Sara","23.00","Female","100.00","86.13","Multan","accept"
"Sarvarbek","18.00","Male","73.90","78.88","Rawalpindi","Accepted"
"Imran","21.00","Male","68.30","74.38","Karachi","Rejected"
"Rohail","22.00","Male","78.50","75.10","Islamabad","Accepted"
"Adnan","24.00","Male","56.20","81.17","Lahore","Rejected"
"Faisal","","Male","87.70","66.45","Quetta","Accepted"
"Javlon","19.00","Male","70.60","78.83","Lahore","Rejected"
"Hulkar","21.00","Female","77.50","82.24","Lahore","Accepted"
"Sardor","20.00","Male","77.10","87.85","Islamabad","Accepted"
"Tahir","17.00","Male","62.00","68.61","Multan","Rejected"
"Mansur","20.00","Male","-18.60","72.21","Islamabad","Accepted"
"Muzammil","21.00","","89.60","79.41","Lahore","Accepted"
"Otabek","17.00","Male","74.10","86.24","Karachi","Accepted"
"Irfan","20.00","Male","79.00","59.50","Peshawar","Rejected"
"Noor","19.00","Female","73.20","78.36","lahre","Accepted"
"Raza","16.30","Male","100.00","99.00","Rawalpindi","Accepted"
"Nodir","18.00","Male","","98.32","Rawalpindi",""
"Iqbol","","Female","79.40","46.43","Karachi","Rejected"
"Asilbek","19.00","Male","38.60","68.44","Rawalpindi","Rejected"
"Nargiza","21.00","Female","56.10","64.65","","Rejected"
"Shehroz","21.00","","67.70","60.26","Karachi","Rejected"
"Malika","21.00","Female","77.30","71.03","Quetta","Accepted"
"Amjad","","Male","","60.65","Lahore","Accepted"
"Sarvarbek","21.00","Male","55.00","50.67","Multan","Rejected"
"Ulugbek","24.00","Male","65.50","66.14","Quetta","rejected"
"Kamola","20.00","Female","51.00","68.63","Islamabad","Rejected"
"Nimra","17.00","Female","77.50","66.75","Islamabad","Accepted"
"Omer","23.00","Male","80.20","76.46","Peshawar","Accepted"
"Aliya","18.00","Female","75.30","78.17","Quetta","Accepted"
"Zaid","21.00","Male","100.00","63.21","Lahore","Accepted"
"Uzma","24.00","Female","70.90","88.95","Karachi","Accepted"
"Kamola","21.00","Female","66.20","49.73","Multan","Rejected"
"Farzana","23.00","Female","100.00","73.12","Quetta","Accepted"
"Umida","19.00","Female","48.70","69.87","Rawalpindi","Rejected"
"Mansur","19.00","Male","102.10","48.16","Rawalpindi","Accepted"
"Zara","23.00","Female","","99.00","Peshawar","Accepted"
"Nadia","20.00","Female","100.00","55.08","Multan","Accepted"
"Sara","20.00","Female","89.40","50.71","Karachi","Rejected"
"Junaid","19.00","Male","100.00","68.30","Karachi","Accepted"
"Dilnoza","22.00","Female","77.30","65.16","Karachi","Rejected"
"Fatima","18.00","Female","92.70","58.21","Peshawar","Accepted"
"Nashit","20.00","Female","77.10","52.10","Islamabad","Rejected"
"Iqra","20.00","Female","78.40","75.63","Peshawar","Rejected"
"Jasur","22.00","Male","99.50","","Peshawar","Accepted"
"Furqan","18.00","Male","89.80","64.45","Lahore","Accepted"
"Shahid","20.00","Male","93.90","78.04","Karachi","Accepted"
"Ibrohim","21.00","Male","100.00","47.33","Multan","Accepted"
"","21.00","Male","68.70","72.76","Peshawar","Accepted"
"Faisal","20.00","Male","50.70","57.37","Lahore","Rejected"
"Javed","17.00","Male","68.00","99.00","Rawalpindi","Accepted"
"Shehroz","21.00","Male","50.50","91.82","Karachi","Rejected"
"Faisal","18.00","Male","64.90","84.36","Multan","Accepted"
"Mahnoor","19.00","Female","","65.79","Lahore","Rejected"
"Gulnora","17.00","Female","66.80","73.02","Islamabad","Rejected"
"Farrukh","18.00","Male","100.00","56.38","Islamabad","Accepted"
"Aisha","","Female","85.40","77.77","Peshawar","Accepted"
"Sana","22.00","Female","51.70","56.33","Karachi","Rejected"
"Mohira","19.00","Female","87.20","82.56","Multan","Accepted"
"Hulkar","22.00","Female","-15.00","61.49","Islamabad","Rejected"
"Danyal","21.00","Male","83.90","83.43","Quetta","Accepted"
"Kiran","21.00","Female","71.00","70.74","Karachi","Rejected"
"Raza","18.00","Male","","65.30","Peshawar",""
"Nasir","17.00","Male","79.00","71.63","Quetta","Accepted"
"Bilal","24.00","Male","","60.75","KARACHI","Accepted"
"Ahmed","20.00","Male","87.60","68.51","Karachi","Accepted"
"Salman","20.20","Male","59.40","73.42","Multan","Rejected"
"Murtaza","20.00","Male","92.00","99.00","Islamabad","Accepted"
"Gulnora","18.00","Female","71.90","80.58","Rawalpindi","Accepted"
"Iqbol","22.00","Female","63.20","84.94","Peshawar","Accepted"
"Zunaira","20.00","Female","","88.45","Lahore","Accepted"
"Amjad","19.00","Male","1.00","84.61","Lahore","Accepted"
"Eldor","20.00","Male","81.80","55.80","Rawalpindi","Rejected"
"Zaid","23.00","Male","63.60","96.65","Peshawar","Accepted"
"Dilorom","20.00","Female","79.00","86.72","Quetta","Accepted"
"Javlon","22.00","Male","","67.28","Karachi","Rejected"
"Ayesha","19.00","Female","62.80","83.53","Karachi","Rejected"
"Laziz","21.00","Male","48.70","94.71","Multan","Rejected"
"Imran","18.00","Male","53.90","75.92","",""
"","20.00","Male","75.00","76.97","Lahore","Rejected"
"Muslimbek","25.00","Male","85.30","76.16","Multan","Accepted"
"Irfan","","Male","100.00","85.24","Rawalpindi",""
"Zubair","20.00","Male","83.70","","Rawalpindi","Accepted"
"Muzammil","23.00","Male","95.40","88.48","Lahore","Accepted"
"Bilal","21.00","Male","79.80","","Lahore","Accepted"
"Adnan","24.00","Male","77.80","80.59","Karachi","Rejected"
"","21.00","Female","57.40","65.75","Multan","Rejected"
"Gulnora","21.00","Female","72.20","81.67","Karachi","Accepted"
"Kamol","21.00","Male","68.00","76.63","Karachi","Rejected"
"Ahmed","20.00","Male","48.20","70.97","Rawalpindi","Rejected"
"","23.00","Male","77.60","49.26","Islamabad","Rejected"
"Waqar","19.00","Male","76.30","99.00","Lahore","Accepted"
"Shahid","18.00","Male","84.90","76.76","Karachi","Accepted"
"Nabeel","21.00","Male","83.50","78.83","Peshawar","Accepted"
"Bobur","18.00","Male","65.00","53.70","Multan",""
"Tayyaba","20.80","Female","62.60","93.98","Rawalpindi","Accepted"
"Muhabbat","16.00","Female","78.50","99.00","Islamabad","Accepted"
"Moiz","21.00","Male","55.40","98.39","Peshawar","Accepted"
"Nodir","","Male","91.60","65.65","Quetta","Accepted"
"Kashif","20.00","Male","63.40","62.14","Karachi","Rejected"
"Mirzo","20.00","Male","67.80","96.25","Multan","Rejected"
"Bushra","23.00","Female","90.60","82.06","Rawalpindi","Accepted"
"Rukhsana","18.00","Female","85.50","99.00","Rawalpindi","Accepted"
"Naeem","20.00","Male","98.10","77.08","Peshawar","Accepted"
"Umida","21.00","Female","94.40","97.91","Lahore","Accepted"
"Imran","22.00","Male","60.70","","","Rejected"
"Nabeel","21.00","Male","79.60","","Lahore","Rejected"
"Imran","18.00","","81.70","51.04","Islamabad","Rejected"
"Rida","19.00","Female","59.70","80.09","Islamabad","Rejected"
"Haris","21.00","Male","73.90","64.62","Islamabad","Rejected"
"Mavluda","26.00","Female","69.70","86.38","Karachi","Accepted"
"Nimra","20.00","Female","84.50","67.05","Lahore",""
"Ismail","20.00","Male","65.70","77.86","Multan","Rejected"
"Muazzam","23.00","Female","100.00","98.65","Lahore","Accepted"
"Aisha","21.00","Female","93.00","82.50","Karachi","Accepted"
"Otabek","18.00","Male","69.30","95.96","Lahore","Accepted"
"Zulfiya","20.00","Female","71.90","55.72","Islamabad","Rejected"
"Hamza","17.00","Male","68.20","59.72","Quetta","Rejected"
"Mirzo","18.00","Male","52.60","83.49","Quetta",""
"Shehroz","22.00","Male","","63.03","Lahore","Rejected"
"Kamran","19.00","Male","69.10","99.00","Rawalpindi",""
"Yasir","22.00","Male","89.00","99.00","Rawalpindi","Accepted"
"Hassan","25.00","Male","89.10","63.88","Lahore","Accepted"
"Rabia","20.00","Female","89.00","80.50","Quetta","Accepted"
"Hulkar","20.00","Female","66.20","90.40","Lahore","Rejected"
"Sajid","17.10","Male","82.40","92.36","Peshawar","Accepted"
"Bilal","21.00","Male","68.30","70.33","Karachi","Rejected"
"Farzana","","Female","80.60","96.08","Lahore","Accepted"
"Nashit","21.00","Female","88.50","80.02","Quetta","Accepted"
"Kiran","23.00","Female","","71.25","Islamabad","Rejectd"
"Dilovar","19.00","Male","81.60","69.85","Lahore","Rejected"
"Zunaira","23.00","Female","59.10","67.91","Peshawar","Rejected"
"Hamza","21.00","Male","95.30","50.06","Lahore","Accepted"
"Ismail","18.00","Male","87.60","75.27","Islamabad","Accepted"
"Imran","20.00","Male","44.10","88.37","Quetta","Rejected"
"Sherzod","21.00","Male","100.00","61.37","Rawalpindi","Accepted"
"Shamsiddin","23.00","","100.00","66.76","Quetta","Accepted"
"Mahnoor","22.00","Female","79.60","79.27","Islamabad","Accepted"
"Zubair","","Male","100.00","","Rawalpindi","Accepted"
"Yulduz","21.00","Female","63.90","77.98","Lahore","Rejected"
"Irfan","23.00","","102.50","99.00","Karachi","Accepted"
"Rida","20.00","Female","91.80","79.27","Rawalpindi","Accepted"
"Farzana","21.00","Female","82.50","94.56","Lahore","Accepted"
"Kiran","20.00","Female","70.90","64.76","Karachi","Rejected"
"Maftuna","20.00","Female","99.40","81.82","Multan","Accepted"
"Humaira","20.00","Female","96.20","66.75","Multan","Accepted"
"Bilal","20.00","Male","75.60","62.89","Islamabad","Rejected"
"Rohail","19.00","Male","100.00","74.89","Lahore","Accepted"
"Saqib","19.00","Male","94.90","","Rawalpindi","Accepted"
"Samina","20.00","Female","100.00","93.99","Multan","Accepted"
"Junaid","19.00","Male","73.30","40.00","Rawalpindi","Rejected"
"Iqra","19.00","Female","66.80","95.75","Lahore","Accepted"
"Saima","21.00","Female","78.60","99.00","Karachi","Accepted"
"Shazia","20.00","Female","92.90","99.00","Islamabad","Accepted"
"Junaid","19.00","Male","65.90","69.28","Peshawar","Rejected"
"Shazia","23.00","Female","65.50","65.41","","Rejected"
"Usman","18.00","Male","82.70","63.49","Rawalpindi","Accepted"
"Ozoda","19.00","Female","78.00","61.89","Lahore","Accepted"
"Mohira","19.00","Female","74.90","73.07","Peshawar","Accepted"
"Otabek","20.00","Male","","71.30","Rawalpindi","Accepted"
"Bushra","20.00","Female","79.70","76.98","Peshawar","Accepted"
"Kamol","19.00","Male","2.00","98.22","Multan","Accepted"
"Murtaza","19.00","Male","66.10","77.22","Karachi","Rejected"
"Mehwish","18.00","Female","75.40","99.00","Peshawar","Accepted"
